Артикул;Наименование;ЦенаСоСкидкой;Цена;Скидка;ОстатокНаСкладе
4211-S;4211-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 134х103х;2 090;3213;35;3
4224-S;4224-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 151х108х;2 400;3699;35;5
4225-S;4225-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 151х108х;2 400;3699;35;4
4226-S;4226-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 151х108х;2 400;3699;35;6
4227-S;4227-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 151х108х;2 400;3699;35;6
4232-S;4232-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 184х126х;2 480;3813;35;29
4233-S;4233-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 184х126х;2 480;3813;35;31
4234-S;4234-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 184х126х;2 480;3813;35;31
4235-S;4235-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 184х126х;2 480;3813;35;31
4240-S;4240-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 420;3727;35;30
4241-S;4241-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 1150 мл.;2 420;3727;35;29
4242-S;4242-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 420;3727;35;31
4243-S;4243-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 420;3727;35;37
4244-S;4244-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 720;4184;35;14
4245-S;4245-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 720;4184;35;13
4246-S;4246-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 720;4184;35;16
4247-S;4247-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 207х135х;2 720;4184;35;14
4248-S;4248-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 1650 мл.;2 670;4113;35;31
4249-S;4249-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 1650 мл.;2 670;4113;35;30
4250-S;4250-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 235х168х;2 670;4113;35;31
4251-S;4251-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 235х168х;2 670;4113;35;67
4252-S;4252-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 235х168х;2 800;4313;35;11
4253-S;4253-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 235х168х;2 800;4313;35;10
4254-S;4254-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 235х168х;2 800;4313;35;11
4255-S;4255-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 235х168;2 800;4313;35;30
4256-S;4256-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 260;5012;35;6
4257-S;4257-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 260;5012;35;6
4258-S;4258-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 260;5012;35;6
4259-S;4259-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 260;5012;35;6
4260-S;4260-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 820;5869;35;8
4261-S;4261-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 820;5869;35;8
4262-S;4262-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 252х183х;3 820;5869;35;7
4263-S;4263-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 4600 мл.;3 820;5869;35;8
4276-S;4276-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 167х152;2 720;4184;35;31
4277-S;4277-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 167х152;2 720;4184;35;30
4278-S;4278-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 167х152;2 720;4184;35;31
4279-S;4279-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 167х152;2 720;4184;35;31
4296-S;4296-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 500;2313;35;65
4297-S;4297-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 500;2313;35;65
4298-S;4298-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 500;2313;35;60
4299-S;4299-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 500;2313;35;64
4300-S;4300-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 640;2528;35;74
4305-S;4305-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 640;2528;35;65
4306-S;4306-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136;1 640;2528;35;68
4307-S;4307-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;1 640;2528;35;65
4308-S;4308-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;2 100;3227;35;42
4309-S;4309-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;2 100;3227;35;43
4310-S;4310-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;2 100;3227;35;43
4319-S;4319-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 136х136х;2 100;3227;35;43
4321-S;4321-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;1 750;2685;35;65
4322-S;4322-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;1 750;2685;35;67
4323-S;4323-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;1 750;2685;35;67
4324-S;4324-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;1 750;2685;35;67
4325-S;4325-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 090;3213;35;43
4326-S;4326-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 090;3213;35;43
4327-S;4327-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 090;3213;35;43
4328-S;4328-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 090;3213;35;43
4329-S;4329-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 500;3841;35;43
4330-S;4330-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 500;3841;35;43
4331-S;4331-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 500;3841;35;43
4332-S;4332-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х;2 500;3841;35;42
4528;4528 GIPFEL Герметичный контейнер для хранения продуктов 134х103х63 мм - 350 мл;1 420;2185;35;57
4529;4529 GIPFEL Герметичный контейнер для хранения продуктов 134х103х130 мм - 880 мл;2 090;3213;35;54
4530;4530 GIPFEL Герметичный контейнер для хранения продуктов 151х108х54 мм - 360 мл;1 520;2342;35;40
4531;4531 GIPFEL Герметичный контейнер для хранения продуктов 151х108х68 мм - 500 мл;1 620;2499;35;3
4532;4532 GIPFEL Герметичный контейнер для хранения продуктов 151х108х79 мм - 600 мл;1 750;2685;35;57
4533;4533 GIPFEL Герметичный контейнер для хранения продуктов 151х108х127 мм -1100 мл;2 400;3699;35;44
4534;4534 GIPFEL Герметичный контейнер для хранения продуктов 184х126х63 мм -650 мл;2 000;3070;35;34
4535;4535 GIPFEL Герметичный контейнер для хранения продуктов 184х126х97 мм -1200 мл;2 620;4027;35;28
4536;4536 GIPFEL Герметичный контейнер для хранения продуктов 207х135х79 мм -1150 мл;2 560;3941;35;23
4537;4537 GIPFEL Герметичный контейнер для хранения продуктов 207х135х127 мм -2000 мл;2 720;4184;35;16
4538;4538 GIPFEL Герметичный контейнер для хранения продуктов 121х121х71 мм - 450 мл;1 500;2313;35;58
4539;4539 GIPFEL Герметичный контейнер для хранения продуктов 121х121х97 мм - 700 мл;1 770;2727;35;65
4540;4540 GIPFEL Герметичный контейнер для хранения продуктов 136х136х56 мм - 430 мл;1 500;2313;35;46
4541;4541 GIPFEL Герметичный контейнер для хранения продуктов 136х136х71 мм - 600 мл;1 640;2528;35;37
4542;4542 GIPFEL Герметичный контейнер для хранения продуктов 136х136х98 мм - 900 мл;2 100;3227;35;64
4543;4543 GIPFEL Герметичный контейнер для хранения продуктов 158х158х55 мм - 600 мл;1 750;2685;35;40
4544;4544 GIPFEL Герметичный контейнер для хранения продуктов 158х158х70 мм - 850 мл;2 090;3213;35;43
4545;4545 GIPFEL Герметичный контейнер для хранения продуктов 158х158х98 мм - 1250 мл;2 500;3841;35;18
4546;4546 GIPFEL Комплект Вакуумных пластиковых контейнеров для хранения продуктов 4;8 250;12695;35;6
4547;4547 GIPFEL Комплект Вакуумных пластиковых контейнеров для хранения продуктов 3;5 880;9053;35;54
4549;4549 GIPFEL Герметичный контейнер для хранения продуктов 140х79 мм - 650;1 840;2827;35;3
4550;4550 GIPFEL Герметичный контейнер для хранения продуктов круглый 140х141мм - 125;2 500;3841;35;49
4551;4551 GIPFEL Герметичный контейнер для хранения продуктов круглый 167х90мм - 1550;2 620;4027;35;38
4552;4552 GIPFEL Герметичный контейнер для хранения продуктов круглый 167х152 мм -200;2 720;4184;35;26
4553;4553 GIPFEL Герметичный контейнер для хранения продуктов круглый 131х86 мм - 600;1 720;2642;35;50
4554;4554 GIPFEL Герметичный контейнер для хранения продуктов круглый 159х95 мм -1050;2 260;3470;35;32
4801;4801 GIPFEL Герметичный контейнер для хранения продуктов 123x88x54 мм - 500 мл (пластик);2 220;3413;35;116
4802;4802 GIPFEL Герметичный контейнер для хранения продуктов 182x110x41 мм - 800 мл (пластик);2 500;3841;35;60
4803;4803 GIPFEL Герметичный контейнер для хранения продуктов 208x140x58 мм - 1650 мл (пластик);3 450;5312;35;31
4804;4804 GIPFEL Герметичный контейнер для хранения продуктов 2300 мл (пластик);3 860;5940;35;55
4805;4805 GIPFEL Герметичный контейнер для хранения продуктов 252х183х102 мм - 2700 мл (пластик);4 790;7368;35;28
4806;4806 GIPFEL Герметичный контейнер для хранения продуктов 4600 мл (пластик);6 160;9482;35;18
5026;5026 GIPFEL Овальный мармит MARJORIE 25.8x17.8x6см 1,6л со стеклянным контейнером, с двумя держателя;12 310;17579;30;9
5029;5029 GIPFEL Круглая супница-мармит 4,0 л со стеклянным контейнером (нерж. сталь);13 220;20335;35;2
5030;5030 GIPFEL Прямоугольный мармит MACKENZIE 29.5x17.5x5см 1,8л со стеклянным контейнером, с двумя дер;9 410;18821;50;1
5033;5033 GIPFEL Двойной прямоугольный мармит 2x1,5 л со стеклянными контейнерами (не;17 010;26175;35;4
5034-S;5034-S STAHLBERG Прямоугольный мармит 3,0 л;31 180;47966;35;6
5035-S;5035-S STAHLBERG Овальный мармит 3,0 л;30 400;46767;35;1
5036-S;5036-S STAHLBERG Двойной прямоугольный мармит 2*1,8 л;25 230;50451;50;6
5037-S;5037-S STAHLBERG Овальный мармит 2,4 л;19 710;39427;50;2
5038-S;5038-S STAHLBERG Круглая супница-мармит 4,0 л;24 380;48752;50;4
5039-S;5039-S STAHLBERG Овальный мармит 3 л со стекл чашой  (нерж сталь);24 610;49223;50;6
5040-S;5040-S STAHLBERG Прямоугольный мармит 3,0 л;26 040;52079;50;20
5041-S;5041-S STAHLBERG Овальный мармит 2,4 л;21 260;42526;50;44
5121;5121 GIPFEL Подставка для бутылки вина (хромированный железный прут);2 790;4298;35;5
5122;5122 GIPFEL Подставка для бутылки вина (хромированный железный прут);3 170;4869;35;2
5124;5124 GIPFEL Подставка для бутылки вина (хромированный железный прут);2 340;3599;35;2
5126;5126 GIPFEL Настольная подставка для хранения столовых приборов OTONGO 12х12х13см (стальной прут);2 380;3656;35;1
5129;5129 GIPFEL Подставка для салфеток Size:12.5*5.5*9.5cm (сталь);1 650;2542;35;1
5132-S;5132-S STAHLBERG Салфетница URANUS 14,5х6,5х11см оранжевая (хромированный прут);1 430;2199;35;67
5134-S;5134-S STAHLBERG Подставка для сушки тарелок NEPTUNE 45х33,5х12см красная  (х;6 690;10296;35;13
5135-S;5135-S STAHLBERG Подставка для сушки тарелок NEPTUNE 45х33,5х12см фиолетовая  (х;6 690;10296;35;45
5136-S;5136-S STAHLBERG Подставка для сушки тарелок NEPTUNE 45х33,5х12см синяя  (х;6 690;10296;35;39
5137-S;5137-S STAHLBERG Подставка для столовых приборов 30x22x5cm синяя  (х;4 690;7211;35;17
5158;5158 GIPFEL Корзинка для фруктов PIRUS 20 см (хромированный прут);10 240;20477;50;49
5159;5159 GIPFEL Корзинка для фруктов (хромированный железный прут);3 090;6169;50;38
5164;5164 GIPFEL Корзинка для фруктов двухярусная (хромированный железный прут);4 680;7197;35;13
5166;5166 GIPFEL Корзинка для фруктов (хромированный железный прут);3 170;4869;35;3
5169;5169 GIPFEL Корзинка для фруктов (хромированный железный прут);2 910;4470;35;14
5170;5170 GIPFEL Корзинка для фруктов (хромированный железный прут);4 080;6269;35;2
5171;5171 GIPFEL Корзинка для фруктов (хромированный железный прут);4 420;6797;35;4
5172;5172 GIPFEL Корзинка для фруктов (хромированный железный прут);5 760;8868;35;3
5173;5173 GIPFEL Корзинка для фруктов (хромированный железный прут);2 600;5198;50;79
5174;5174 GIPFEL Корзинка для фруктов 15,5х12,5х18см (стальной прут);4 660;7169;35;6
5175;5175 GIPFEL Подставка для бумажного полотенца (хромированный железный прут);1 830;2813;35;2
5176;5176 GIPFEL Подставка для салфеток MENSA 13х5х10см (нерж. сталь с хромированным покрытием);1 700;2613;35;3
5178;5178 GIPFEL Подставка для бумажного полотенца (хромированный железный прут);1 560;2399;35;1
5179;5179 GIPFEL Сушилка для посуды с поддоном;10 010;15394;35;10
5206;5206 GIPFEL Стойка-вешалка для 6 кружек (хромированный железный прут);3 120;4798;35;10
5215;5215 GIPFEL Сушилка для столовых приборов;3 920;7840;50;53
5222;5222 GIPFEL Полка проволочная для кухни (нерж. сталь);2 480;3541;30;36
5225;5225 GIPFEL Подставка для кухонных инструментов (хромированный железный прут);2 360;3627;35;5
5226;5226 GIPFEL Подставка для кухонных инструментов (хромированный железный прут);3 060;4370;30;25
5315;5315 GIPFEL Подставка для салфеток (хромированный железный прут);1 470;2256;35;2
5317;5317 GIPFEL Гейзерная кофеварка 300мл/ 6 чашек. Матовая полировка. Индукционное;19 330;29745;35;13
5318;5318 GIPFEL Гейзерная кофеварка 300мл/ 10 чашек. Матовая полировка. Индукционное;22 490;34600;35;13
5320;5320 GIPFEL Гейзерная кофеварка 300мл/ 6 чашек. Матовая полировка. Индукционное;18 070;27803;35;1
5321;5321 GIPFEL Гейзерная кофеварка 500мл/ 10 чашек. Матовая полировка. Индукционное;24 370;37485;35;1
5327;5327 GIPFEL Гейзерная кофеварка IRIS 14,8х21,5см/450мл на 9 чашек Материал: Нерж;12 420;17736;30;12
5347;5347 GIPFEL Миска HORIZONTE 16х10см/1,5л. Материал: нерж. сталь 18/0. Толщина: 0,6мм;3 800;5841;35;9
5349;5349 GIPFEL Миска HORIZONTE 24х13см/4,2л. Материал: нерж. сталь 18/0. Толщина: 0,6мм;5 860;9011;35;7
5368;5368 GIPFEL Набор для приправ 3 пр. (стекл.солонка и перечница на ст. подстав);2 270;3499;35;5
5369;5369 GIPFEL Набор для приправ 4 пр. (солонка и перечн, бан. для зубочиcток);2 340;3599;35;103
5370;5370 GIPFEL Набор для приправ 4 пр. (солонка и перечница, баночка для зубочи;2 580;3970;35;2
5372;5372 GIPFEL Мерная кружка 20х13,5х13 см / 1000 мл;2 950;4541;35;9
5378;5378 GIPFEL Мерная кружка электронная с дисплеем 18х13х14см/0,8л;9 090;13980;35;19
5383;5383 GIPFEL Автомобильная кружка BLUE 510 мл 18oz (пластик, нерж. сталь);7 620;11724;35;7
5383-S;5383-S STAHLBERG Автомобильная кружка Blue с двойными стенками с адаптером для;7 620;11724;35;1
5384;5384 GIPFEL Автомобильная кружка RED510 мл 18oz (пластик, нерж. сталь);7 620;11724;35;9
5385;5385 GIPFEL Автомобильная кружка BLACK 510 мл 18oz (пластик, нерж. сталь);7 620;11724;35;5
5385-S;5385-S STAHLBERG Автомобильная кружка Black с двойными стенками с адаптером для;7 620;11724;35;1
5386;5386 GIPFEL Кофейник-термос 15,5х13,5х27,5 см 1 л с двойными стенками (нержавеющ;11 060;17022;35;15
5387;5387 GIPFEL Кофейник-термос 15,5х13,5х27,5 см 1 л с двойными стенками (нержавеющ;11 060;17022;35;14
5388;5388 GIPFEL Кофейник-термос 15,5х13,5х27,5 см 1 л с двойными стенками (нержавеющ;11 060;17022;35;10
5397;5397 GIPFEL Терка с контейнером SONNA 17х12см. Материал: нерж сталь, пластик. Цв;2 530;3613;30;48
5403;5403 GIPFEL Соковыжималка рычажная для цитрусовых LEILI 29х19х52см Материал: Угл;39 300;56149;30;9
5405;5405 GIPFEL Мясорубка ручная настольная (нерж.сталь);21 890;31273;30;21
5407;5407 GIPFEL Соковыжималка рычажная для цитрусовых NATURE (цинковый сплав);24 840;38213;35;1
5413747 004173;5413747 004173 Металлическая подставка под бутылку (нерж.ст);5 400;8311;35;2
5413747 081808;5413747 081808 Набор для приправ (стеклянные солонка и перечница, бутылочки для масла и уксуса) (сте;5 400;8311;35;2
5413747 095621;5413747 095621 Набор для приправ керамич солонка и перечница на деревянной подставке, держатель нерж;5 400;8311;35;3
5413747 114513;5413747 114513 Набор для приправ (стеклянные солонка и перечница, бутылочки для масла и уксуса) (сте;5 400;8311;35;4
5413747 114544;5413747 114544 Набор для приправ соль и перец (стекло, нерж.сталь);5 400;8311;35;8
5413747 122730;5413747 122730 Металлическая корзина под фрукты с деревянным дном (нерж.ст);5 400;8311;35;3
5413747 122747;5413747 122747 Металлическая корзина под фрукты с деревянным дном (нерж.ст);5 400;8311;35;19
5413747 122748;5413747 122748 Металлическая корзина под фрукты с деревянным дном (нерж.ст);5 400;8311;35;2
5413747 122754;5413747 122754 Металлическая корзина под фрукты с деревянным дном (нерж.ст);5 400;8311;35;12
5413747 122761;5413747 122761 Металлическая корзина под фрукты с деревянным дном (нерж.ст);7 190;11067;35;13
5413747 127315;5413747 127315 Металлическая корзина под фрукты (нерж.ст);5 400;8311;35;12
5413747 129043;5413747 129043 Металлическая корзина под фрукты с деревянным дном (нерж.ст);7 190;11067;35;1
5413747 129050;5413747 129050 Металлическая корзина под фрукты с деревянным дном (нерж.ст);7 190;11067;35;12
5413747 129051;5413747 129051 Металлическая корзина под фрукты с деревянным дном (нерж.ст);5 400;8311;35;9
5413747 129067;5413747 129067 Металлическая корзина под фрукты с деревянным дном (нерж.ст);7 190;11067;35;26
5413747 188279;5413747 188279 Металлическая корзина c деревянными ручками(нерж.ст);5 400;8311;35;10
5413747 208274;5413747 208274 Металлическая корзина c деревянными ручками(нерж.ст);5 400;8311;35;28
5440;5440 GIPFEL Измельчитель продуктов ручной со съемным контейнером-поддоном 8,5х22;4 730;7283;35;3
5445;5445 GIPFEL Рычажный штопор в наборе 4 пр. (цинковый сплав);8 100;11567;30;12
5447;5447 GIPFEL Хлебница  44*22*21 cm (сталь с покрытием);10 760;16550;35;51
5448;5448 GIPFEL Хлебница  43.5*22*19.5 cm (сталь с покрытием);8 470;13023;35;25
5449;5449 GIPFEL Ступка с пестиком 11х5 см с сетками (нерж. сталь);7 270;11181;35;13
5452;5452 GIPFEL Ступка с пестиком 11 см (нерж. сталь);10 860;15508;30;12
5457;5457 GIPFEL Ложка с отверстиями для снятия пены (нерж. сталь);750;1157;35;62
5458;5458 GIPFEL Сетка для защиты от брызг раскаленного масла 20 см (нерж.ст);2 340;3599;35;10
5459;5459 GIPFEL Сетка для защиты от брызг раскаленного масла 24 см (нерж.ст);2 900;4455;35;4
5471;5471 GIPFEL Набор воронок 3 пр. Материал: пластик. Размер: 12см, 12,5см, 14,5см;960;1371;30;24
5476;5476 GIPFEL Кружка-сито для просеивания муки, 18х12х13. Материал: нерж. сталь, п;3 120;4455;30;48
5480;5480 GIPFEL Лапшерезка ручная со съемным режущим механизмом на 2 размера пасты,;10 890;15551;30;12
5481;5481 GIPFEL Лапшерезка ручная c режущим механизмом на 3 размера пасты, 20х19х14.;15 390;21991;30;12
5490;5490 GIPFEL Терка в комплекте с пластиковым контейнером для хранения продуктов;4 180;5969;30;4
5492;5492 GIPFEL Терка шестисторонняя (нерж. сталь);3 010;4627;35;4
5493;5493 GIPFEL Терка четырехсторонняя (нерж. сталь);2 920;4498;35;2
5501;5501 GIPFEL Кокотница DELUXE 240 мл  (нерж. сталь);4 960;7626;35;18
5503;5503 GIPFEL Кокотница  (нерж. сталь);1 800;2770;35;6
5517;5517 GIPFEL Масленка 15x12x8 см (нерж. сталь);3 570;5498;35;1
5518;5518 GIPFEL Масленка 12x9x4 см Материал: S/S 18/10 (#304);2 980;4584;35;82
5522;5522 GIPFEL Масленка 18x12x5 см (нерж. сталь);4 180;6426;35;51
5553;5553 GIPFEL Формочки для яичницы BEAR 2 шт. (нерж. сталь);1 330;2042;35;2
5558;5558 GIPFEL Сахарница DOLCE 700 мл с ложечкой (нерж. сталь);5 930;9125;35;1
5566;5566 GIPFEL Сахарница-дозатор 6,8*13 см, 150 мл (стекло);920;1414;35;2
5568;5568 GIPFEL Сахарница-дозатор 6,1*13 см, 150 мл (стекло);910;1399;35;5
5573-S;5573-S STAHLBERG Набор Сахарниц с крышкой и ложкой на подставке;12 720;19564;35;2
5574;5574 GIPFEL Турка для кофе MAREE 6х8см/220мл Материал: Нержавеющая сталь 18/8, материал ручки: бакел;3 170;4527;30;16
5583;5583 GIPFEL Набор из 2 банок для хранения сып. прод.10х12 см / 0,7 л (нерж.;7 940;12209;35;60
5584;5584 GIPFEL Набор из 3 банок для хранения сып. прод.10х12 см / 0,7 л (нерж.;11 160;17165;35;97
5585;5585 GIPFEL Банка для хранения сыпучих продуктов 12,5x9 см / 0,9 л (нерж.;3 870;5955;35;51
5586;5586 GIPFEL Банка для хранения сыпучих продуктов 12,5x12 см / 1,1 л (нерж.сталь);4 390;6754;35;44
5587;5587 GIPFEL Банка для хранения сыпучих продуктов 12,5x16 см / 1,5 л (нерж.;5 430;8354;35;10
5588;5588 GIPFEL Банка для хранения сыпучих продуктов 12,5x18,5 см / 1,8 л (нерж.стал;5 890;9068;35;8
5590;5590 GIPFEL Турка для кофе 6.7x7.5 см - 300 мл с бакелитовой ручк (нерж. сталь);3 400;5226;35;2
5593;5593 GIPFEL Турка для кофе 450 мл с  (нерж.стал);4 530;6969;35;25
5598;5598 GIPFEL Турка для кофе CAFFA 7х9см/390мл (нерж. сталь);4 240;6526;35;8
5600;5600 GIPFEL Набор банок 4 шт. для хранения сыпучих продуктов (нерж.сталь),;19 580;30116;35;1
5604;5604 GIPFEL Магнитная полоса 55 см (пластик, магнит);2 960;4555;35;7
5607;5607 GIPFEL Хлебница BLANDO 37x29x16.5 см (бамбук);12 340;18978;35;11
5607-S;5607-S STAHLBERG  Хлебница 37x29x16.5 см (бамбук);12 340;18978;35;5
5608;5608 GIPFEL Хлебница IRIDE 39 X 28 X 16cm (нерж.сталь);13 650;21006;35;6
5609;5609 GIPFEL Хлебница MOND 39,5 х 29 х 19,5 см (нерж.сталь);11 940;18364;35;3
5610;5610 GIPFEL Хлебница LUNE 38 х 27,5 х 18,0см (нерж.сталь);11 940;18364;35;5
5617;5617 GIPFEL Хлебница NUANCE 39х28х16.2 см (нерж.сталь);12 610;19406;35;30
5630;5630 GIPFEL Хлебница   40.5*21.5*20.3 cm (сталь 18.0) зеркальная полировка;8 540;13138;35;7
5636;5636 GIPFEL Подставка под горячее (хромированный железный прут);1 280;1971;35;66
5637;5637 GIPFEL Подставка под горячее (хромированный железный прут);1 620;2485;35;25
5643;5643 GIPFEL Защитный колпак для блюда 25 см (нерж. сталь);3 090;4755;35;4
5646;5646 GIPFEL Вставка в кастрюлю для варки на пару SIGNO 24 x 8 см (нерж.сталь);10 350;15922;35;5
5647;5647 GIPFEL Магнитная полоса 36см (литой алюминий, магнит) цвет серебристый;3 210;4941;35;9
5647-S;5647-S STAHLBERG Настенная магнитная планка для хранения ножей 36см;3 210;4941;35;8
5648;5648 GIPFEL Магнитная полоса 41см (литой алюминий, магнит) цвет серебристый;3 680;5655;35;42
5648-S;5648-S STAHLBERG Настенная магнитная планка для хранения ножей 41см;3 680;5655;35;14
5651;5651 GIPFEL Настенная магнитная планка для  ножей 42x6x3 см (буковое дерево);11 140;17136;35;8
5652;5652 GIPFEL Настенная магнитная планка для хранения ножей 42x6x3 см (бамбук);11 380;17507;35;9
5653;5653 GIPFEL Настенная магнитная планка для ножей 30 см (литой алюминий);4 110;6326;35;20
5654;5654 GIPFEL Настенная магнитная планка для ножей 45 см (литой алюминий);5 700;8768;35;46
5655;5655 GIPFEL Лейка для масла 500 мл (нерж. сталь);8 190;12595;35;27
5658;5658 GIPFEL Дуршлаг 22 см - 4 л (нерж. сталь);9 500;14608;35;4
5671;5671 GIPFEL Решетка-гриль для рыбы 730x130x25 мм с ант. покрытием (нерж. сталь;2 810;4327;35;3
5673;5673 GIPFEL Решетка-гриль на ножках 635x405x100 мм хромированная (нерж. сталь);6 260;9625;35;2
5674;5674 GIPFEL Решетка-гриль с поворотным устройством 500x300x85 мм с ант. покрыт;3 680;5655;35;1
5675-S;5675-S STAHLBERG Настенная магнитная планка для хранения ножей 46см;4 140;6369;35;40
5676-S;5676-S STAHLBERG Настенная магнитная планка для хранения ножей 51см;4 600;7069;35;75
5677-S;5677-S STAHLBERG Настенная магнитная планка для хранения ножей 56см;5 030;7740;35;44
5678-S;5678-S STAHLBERG Настенная магнитная планка для хранения ножей 61см;5 500;8454;35;40
5679-S;5679-S STAHLBERG Настенная магнитная планка для хранения ножей 49см;2 270;3499;35;4
5681;5681 GIPFEL Настенные часы SONATA 25,5х3,5 см (стекло) 10;5 240;8054;35;26
5682;5682 GIPFEL Настенные часы (метал) 14;8 390;12909;35;4
5683;5683 GIPFEL Настенные часы (металл) 12;6 830;10510;35;15
5684;5684 GIPFEL Настенные часы (металл) 10;5 930;9125;35;9
5685;5685 GIPFEL Настенные часы (металл) 8;3 680;5655;35;5
5687;5687 GIPFEL Механические кухонные весы 22,3х20,8х25,5см 20г/5кг со стальной чашей (нерж. сталь);10 820;16650;35;7
5689;5689 GIPFEL Механические кухонные весы 22,4x16,7x21см 20г /5 кг со стальной чаше;11 150;17150;35;3
5690;5690 GIPFEL Механические кухонные весы 20,8x20,8x20см 20г /5 кг со стальной чаше;8 260;12709;35;2
5693;5693 GIPFEL Кухонные весы 270*190*11mm г со стеклянной чашей пластик платформа,;8 310;12781;35;1
5694;5694 GIPFEL Электр весы 200*170*40mm, основа нерж стал, стекл платф, батарейки 3;8 310;12781;35;5
5695;5695 GIPFEL Электр весы DREAM 130*160*28mm, основа нерж стал, стекл платф,;7 520;11567;35;10
5696;5696 GIPFEL Электр весы 195*180*48mm, основа нерж стал, стекл платф, батарейки 1;6 920;10639;35;1
5697-S;5697-S STAHLBERG Электронные напольные весы;11 670;17950;35;6
5698;5698 GIPFEL Электронные напольные весы SUNRISE 39,7х30,3х4см со стеклянной платф;9 300;14309;35;2
5698-S;5698-S STAHLBERG Электронные напольные весы;9 290;14294;35;2
5699;5699 GIPFEL Решетка-гриль 43,5x23x23см (железо с антипригарным покрытием);2 340;3599;35;11
5701;5701 GIPFEL Рекламный стенд для навесной продукции 90x44 см с 20 метал вешалка;89 640;137902;35;2
